name,age,income,zip,net_worth
Cathy Mills,42,51759,31724,641129
Frederick Goff,40,104710,49785,531543
Marsha Jennings,47,60003,48910,301546
Kevin Sheffer,65,47003,49785,803051
Ben Meredith,22,41338,60059,204289
David Maxie,39,60736,48910,252894
Michael Neyra,57,117746,90214,670566
Anthony Corcoran,31,43885,55803,401142
Luke Arroyo,35,65056,41318,679342
Pamela Carr,64,83712,53351,1308478
Ralph Byrd,24,111704,14100,272384
Lina Colon,41,32762,93287,350218
Jack Gray,49,63461,60059,718179
Brandon Davis,53,161754,60059,581863
Justin Garrison,43,56135,89947,583624
Richard Admire,31,81198,33968,213860
Rebecca Cross,48,66458,11251,892036
Adam Russo,58,26848,29579,194441
Martin Cannon,62,109981,49785,250218
Bonnie Maxwell,53,78752,41318,432400
Simon Hernandez,37,40821,92366,310800
Brenda Berry,41,39611,52566,368662
Jean George,60,40772,85486,594400
Erin Erickson,20,54415,60059,4502
Natalie Trahan,44,58115,48910,203394
Rodney Parker,57,96021,57129,525872
Carrie Biondolillo,39,56127,61065,342571
George Cribbs,46,60506,49785,472004
Lisa Stull,62,86957,90214,748192
Norene Franklin,64,35623,40064,500010
Lana Williams,42,62237,92366,130999
Elfreda Quesenberry,22,55904,62919,156508
Mack Young,55,47060,23944,648399
Carmella Greene,22,55307,30175,186647
Wilfred Davis,42,35249,55803,142955
Macie England,59,121714,40064,815873
Gregory Ostrow,26,88874,41318,60486
Stephanie Waldron,24,54470,23944,239828
Vicky Shrum,38,34887,29256,281926
Sonia Hearn,34,44298,53351,88119
Billie Hayes,50,121597,72096,1493691
Rita Cartwright,41,67741,40445,467110
Ora Johnson,46,56366,57129,53961
Eloy Behling,25,58392,29256,193537
Mildred Musigdilok,19,54278,14100,338856
Ernestina Geib,45,118481,62919,450267
Richard Phair,59,55624,57067,869695
Patricia Benoit,36,96510,52566,455542
Kimberely Lewis,58,97437,72096,231483
Kimberly Vanetten,26,101965,90214,255685
Lonnie Maxwell,22,95661,85486,239132
Laura Miller,64,37377,81162,256805
Michael Holland,34,40001,85486,362383
David Stoney,58,54494,30175,583939
Alisha Layman,43,35233,48154,81809
Richard Neel,30,62001,79775,171626
Tori Benjamin,30,112514,33968,263257
Frances Galvin,22,21683,57067,146463
Emily Ayaia,53,41928,30175,137847
Chris Schwartz,44,70483,55803,569127
Vanessa Sorensen,56,52696,90214,100459
Kenna Hall,28,64073,23944,356770
Rene Corbitt,50,44974,57129,313715
Mora Harris,26,63356,31643,186603
Cynthia Larkin,26,81121,55803,50431
Irene Kirk,39,52297,48154,255627
Tracy Suarez,42,32043,29579,63695
Meagan Calvo,37,34212,48154,92677
Chandra Black,52,52329,59686,565743
Christopher Keister,23,48920,40064,89210
Steven Baker,39,89717,90214,414986
Sidney Harrison,56,74196,29256,633784
Justin Justiss,20,50210,92366,273141
Cheryl Magnuson,39,85743,61910,892589
Eddie Quirarte,31,61623,29579,311500
Mildred Jenkins,29,54162,34618,230659
Scott Turnbull,56,79068,29579,553358
Elanor Guerette,60,104034,49785,602235
Michele Berry,31,71871,52566,300736
John Keplin,22,61379,48910,113182
Regina Baca,35,64494,29579,273285
William Scheidecker,19,91416,49785,60395
Sue Stallings,42,93484,30175,75070
Laura Meyer,65,43862,61065,553806
Tracy Parsons,62,67568,48154,651111
Elnora Franklin,22,72328,14100,541908
Chester Perry,35,82110,53351,771614
Steven Littrell,32,82454,55803,228299
John Arnold,37,43793,93287,164633
John Sisk,27,111095,60059,430768
Lisa Laverdiere,30,183730,31643,1165255
Francis Vasquez,34,79117,93287,215095
Robert Camden,59,28673,41318,55285
Kimberly Robinson,27,129258,40064,878291
Olga Kennedy,36,83443,93287,338359
Lora Curran,63,37393,53351,20601
Leon Forman,53,79275,72096,993717
Betty Hobbins,57,32740,92366,373378
Tiffany Leon,45,73946,41995,22561
Bill Moore,46,128706,11251,868559
William Ortiz,50,45948,23944,245785
Catherine Drayton,54,48857,93287,569464
James Aldrich,34,53187,61065,7020
Toni Dodson,36,114116,49890,1209600
Allison Janes,33,29347,48154,130367
Louis Haggerty,26,33056,92366,237209
Vincent Pfeffer,40,54053,49890,150874
Charles Remmick,60,51021,23944,570419
Dennis Sinegal,64,83264,81162,279680
Barbara Foersterling,54,47438,70658,339723
Alden Mckeithan,44,46585,40064,152830
David Cushman,26,114377,57067,55195
Jeffrey Marin,57,62150,60059,710310
Denise Manges,45,44719,89947,561778
Marjorie Britton,57,112354,79775,811785
Michelle Gaydosh,61,52798,82564,374476
Maria Barrios,20,29597,70658,99719
Jeannine Massimino,59,76001,23944,981051
Michael Rubie,20,38344,33968,85899
Lauren Holt,18,70436,40445,284182
Len Emerick,61,151582,82564,141019
Joy Cuthill,64,28678,11251,6794
Jesse Arriola,25,41363,81162,91566
Domenic Willette,49,52025,57067,705520
Thomas Larson,34,42949,57129,326317
Kris Stollings,61,33354,80728,77026
Paul Haskin,61,105311,60059,722094
Harriet Allen,52,63199,70658,379067
Sandra Fiedler,63,49078,81722,804952
Robyn Pinon,23,83527,62919,572665
Wade Camacho,33,81135,85486,515352
Palmer Sayco,30,90361,59686,354295
Anna Cabrera,55,48119,23944,343526
Maribel Nord,51,51440,82564,201975
Phillip Williams,30,78779,90214,191886
Rose Williams,42,92205,53351,1016235
Samuel Burgess,65,51117,41995,889903
Ollie Bell,58,41205,61065,112621
Virginia Huffman,43,41655,40064,498011
Jeannette Harper,65,29228,14100,262037
Marcia Myles,31,60269,82564,543515
Douglas Haneke,24,87380,49785,581060
Rosa Adkins,37,43551,29579,140091
Consuelo Arkenberg,49,81897,48910,960060
Robert Goularte,26,31659,92366,103014
Lauren Gardner,19,49856,30175,144841
Ashley Brust,40,55291,31643,222659
Nancy Thorpe,51,101161,48154,906586
Jesus Nava,28,62488,53351,206997
Ronald Lacroix,27,64174,59686,58538
Julie Heisler,44,55933,92366,50948
Caitlin Robinson,56,169033,93287,812428
Maryellen Ortega,27,93879,40064,444750
Bret Putnam,28,28311,31724,44354
John Phillips,41,75563,33968,553168
Sena Poole,35,68609,41318,285509
Ronald Melendez,52,20428,29579,197113
John Oakley,50,40930,57129,570428
Erin Bailey,31,75495,61910,233578
Rose Raymond,35,88686,48154,547163
Maria Krapp,37,58794,57067,219616
Bradley Kamp,21,60449,90214,266558
Homer Cook,61,56775,81162,214795
Jack Zeger,47,69283,89947,674933
Arthur Samuels,46,158815,49890,1122424
Tom Kuster,53,38550,89947,621560
Lee Cook,21,24896,85486,5531
Kathleen Matthai,18,47013,72096,113015
Dana Crook,56,66070,70658,301807
Laurie Peralta,32,27146,53351,259129
Samuel Landis,34,76377,41318,138422
Denny Droke,52,45778,55803,257463
Carol Elrod,58,73577,85486,1173843
Joanne Reed,24,96045,34618,84279
Joyce Florence,28,70307,81162,443884
Kimberly Philips,28,93961,81162,341989
Catherine Mcclain,34,88091,81722,41797
Jeanette Eason,39,75713,80728,298260
Ariana Crank,19,124914,33968,200082
John Hager,31,105283,49890,52115
Joyce Garcia,22,55127,31724,135234
David Hastings,48,216942,90214,209470
James Williams,57,75323,61065,684873
Nina Cook,38,48404,31643,466733
Anna Miller,56,55888,31643,632875
Barbara Gonzalez,51,60612,90214,559485
Louis Green,19,62992,40445,358385
Richard Straus,25,29066,79775,197076
Brian Holmes,54,55963,90214,542395
John Jones,25,128578,40445,84920
Geraldine Gregg,53,211114,81722,1995718
Tiffany Rome,38,106069,49785,790043
Diane Cruz,35,92430,52566,317879
Isaura Shabel,65,98998,81722,792409
Patricia Mcentyre,38,61547,79775,461134
Jerry Dorsey,22,83559,61065,542320
John Dungan,51,60716,92366,784135
Patrick Rivera,34,50420,90214,468054
Lawrence Downey,26,47770,48154,66965
Roy Hickman,43,60264,60059,600533
Steven Hensley,32,46007,48910,54145
Donald Weaver,22,95774,40445,624457
Cynthia Allen,39,60936,89947,222187
Eric Juarez,61,82145,29256,1128229
William Ross,53,52644,93287,96976
Marie Wischmeyer,63,122541,57067,663876
Jim Wagner,38,71966,53351,152804
Alfred Miscione,65,59124,48910,120841
Mary Pendleton,51,49820,92366,230597
Jamie Caputo,46,22091,40064,262448
Brian Ramirez,18,88522,55803,141023
Sarah Morris,49,47673,60059,700573
Matthew Reynoso,24,45605,85486,13627
William Bartsch,18,119510,57067,560114
Gustavo Boykins,63,65420,85486,832583
Michele Green,57,113700,14100,1920848
Melinda Avenoso,59,89551,89947,797989
Tony Freeman,26,150322,57129,725477
Jennifer Martinez,34,49880,31724,157800
Richard Shannon,57,109671,48154,1614089
Gregory Wright,30,68424,93287,126367
Roy Schlueter,34,57050,40064,556918
Sharon Langford,40,30930,48154,43869
Lionel Schweizer,64,48926,31724,276567
Dawn Abraham,65,63858,93287,140121
Ramon Vullo,48,33423,31724,367851
Virginia Shafer,50,121849,52566,198249
Roberta Levitan,44,59813,60059,342427
Devin Long,27,79310,61065,575386
Edith Addy,55,66683,40445,485008
Kevin Masi,30,45421,40445,170885
Catherine Mcintosh,65,49889,79775,28423
Howard Haugh,41,42410,85486,69571
Eric Giron,38,31996,57129,124038
David Peters,20,111517,92366,536312
Ryan Derossett,35,45862,93287,62796
Allen Payne,36,109884,41995,1016767
Morris Samuels,25,14088,48154,101629
Araceli Hughes,26,102055,30175,656823
Joel Riley,45,67692,82564,542831
Alice Nelke,52,72587,30175,502477
Dana Logan,32,80030,31724,299480
Larry Barrett,20,60268,30175,280262
Lucille Allen,22,69056,79775,385442
William Fry,47,17397,82564,134148
Carlton Millar,22,17570,90214,76450
Rita Jahn,59,124394,49890,1207173
Norbert Preston,31,40813,72096,112177
Frank Schulze,43,101877,59686,1140112
Loretta Stewart,49,70227,61910,901435
Margaret Henry,44,86055,48154,236942
Ricardo Rubio,42,57827,57067,358712
Clair Fowler,18,48293,30175,99110
Benjamin Knight,21,110167,79775,480700
David Mcguinn,33,104599,81162,143456
Deborah Parker,52,51322,48910,753846
Michael Wilcox,27,37905,29579,294357
Leticia Vereen,62,67840,81722,208999
Ernest Halle,28,127363,14100,1058039
Rodolfo Baldwin,39,47031,29579,92351
Peter Adams,58,61315,40064,105743
James Cann,25,63005,57129,350786
Eleanor Bartholomew,26,62523,81162,51991
Gloria Tureson,52,60692,62919,630136
Winnifred Taylor,58,62340,90214,713534
Jo Hunt,56,42314,29256,608688
Barbara Dekle,44,93831,34618,936461
Glenn Paulino,39,56792,79775,579189
Anne Wilson,19,54112,89947,267987
June Howard,35,66773,29256,354747
Paul Holt,24,70775,40064,161918
Joseph Wingard,48,38154,82564,29989
Mark Gibbs,53,84443,48154,1129602
Jack Woods,55,28763,40064,53580
Cora Sapienza,57,80378,31643,624284
George Young,26,48791,57067,78616
Bernard Mathis,53,98223,81722,361278
Helga Yates,65,37144,81722,592869
Anne Cargill,22,90342,79775,329048
Leslie Bethel,53,70898,92366,1098673
Linda Dison,33,67279,61065,155684
Jessica Berry,44,91224,41318,168926
Sylvia Reavis,37,59754,85486,554471
Antony Goris,33,25523,11251,243765
Judy Chacon,33,45968,72096,415084
Neil Abell,44,85634,59686,1043238
Danny Malone,21,21314,29256,88458
Teresa Shannon,27,66963,29579,34132
Laurie Smith,32,71657,41318,646862
Tommy Michaels,58,131627,49785,435533
Patricia Disher,28,119589,52566,36404
Brad Durfee,50,31235,40445,227236
Christopher Owens,37,63498,82564,178124
Katherine Brown,56,165044,57129,875451
John Zapata,49,109363,48910,175121
Deborah Bauer,60,58148,14100,632793
Timothy Brown,32,46098,53351,225804
Ruth Janousek,45,36390,89947,48166
Yvette Ivery,35,51025,60059,328720
Pauline Melton,64,53322,85486,926113
Rochelle Carrillo,25,221955,34618,782234
Robert Brown,25,33089,57129,212459
Sandra Beveridge,53,19730,52566,66857
Charles Long,41,24073,57129,91829
William Scott,47,87658,89947,1070243
Martin Doucet,42,120847,41995,625158
James Phillips,18,68732,89947,280549
Eunice Welsh,32,63130,57067,568126
Dorothy Little,33,41787,29579,380536
Tommy Sharp,52,41274,52566,610995
Wanda Hurdle,21,41789,49785,19865
Jan Perkins,50,84406,29579,1007466
Clarence Fernandez,57,52781,70658,93406
Lawrence Tibbles,23,54211,90214,373945
Leroy Evins,53,33226,30175,500938
Whitney Stegall,31,127984,49785,1095073
Charlie Freeman,54,121520,90214,924443
Norma Adams,62,56662,61065,1056986
Eugene Barnes,46,34744,72096,366751
Salvatore Slaughter,61,74260,14100,1234184
Constance Hammond,53,94881,33968,491888
Christie Cantrell,47,94670,23944,414744
Peter Bolduc,45,85127,82564,933226
Julie Redding,53,39734,57129,671375
Fredrick Gregory,63,41538,53351,595942
Sarah Henderson,40,33548,23944,260607
Samuel Woods,51,146750,29256,1752340
Beulah Steele,27,70305,49785,529936
George Hackman,24,68864,30175,460380
Diane Smith,39,22524,31643,36195
Denise Samuel,50,31212,57129,262572
Amy Jeffcoat,53,68150,60059,925148
Julie Blakley,40,56371,41318,19017
Shirley Bretz,65,44482,52566,826176
Joyce Vance,26,110285,34618,32988
Todd Borrego,37,73561,82564,261130
David Davis,41,74836,59686,156910
Jesus Navarez,22,108610,61910,173216
Andrew Church,26,28969,49890,59043
Martha Perez,51,39938,53351,556483
Trina Singleton,54,50264,41995,199086
Margaret Cole,18,72323,31643,11251
James Solis,26,74349,34618,115450
Gladys Somers,40,63806,59686,329555
Gary Flander,40,73659,53351,18522
Timothy Barrett,23,25137,81162,35608
Lloyd Carnes,25,54509,52566,294105
Bertha Smith,41,40263,61065,56201
Sara Heller,65,33306,55803,99249
Peter Logiudice,26,72722,11251,412004
Samuel Evans,21,60294,81722,238034
Vincent Kallevig,39,165915,79775,1467264
Cheryl Tatum,25,91273,72096,562401
Michele Nielsen,56,85406,52566,309671
James Anderson,35,40641,81722,267587
Geri Martinez,22,84064,40064,448082
Janis Austin,33,46461,34618,67075
Steven Yates,48,101055,33968,367204
Brian Re,63,102854,31724,261872
Wilmer Reed,55,47491,79775,442175
John Townes,50,67059,81162,79806
Dave Wieczorek,34,74212,90214,535466
Dorothy Dwelle,62,132243,41995,1502987
Diego Knight,31,72739,79775,63414
Stephen Tomlinson,23,82042,34618,406912
Cheryl Devilbiss,37,37803,79775,121161
Ruby Megginson,51,75538,90214,416526
Edwin Prince,18,36373,31643,130737
Jane Hendrickson,24,28540,62919,60493
Dennis Davis,25,51732,41318,77853
Meredith Sanchez,55,33690,72096,315885
Joyce Westley,18,60606,60059,84600
Norman Gagner,49,64464,49785,894828
Ethel Cunningham,58,49740,89947,76064
George Herron,64,96456,30175,949451
Cecil Vo,43,50320,14100,247156
Ryan Barrientos,22,37745,89947,82346
Ruth Augustine,24,23627,49785,3957
Jonathan Brooks,20,93113,61065,166270
Paul Mcdonald,45,158868,29579,2123590
Frank Frank,42,63382,55803,561890
Lauren Nii,23,100620,60059,549045
Peter Moore,41,61594,89947,307847
Maurice Nikolic,24,81222,61065,379426
Alma Noonkester,19,73227,11251,379444
Darrell Hurst,63,61608,90214,114140
Stephanie Herrick,42,63472,57067,603605
Cindy Tegeler,54,49983,40445,275173
Mary Wright,39,65907,34618,580388
Marie Riddley,19,33348,57067,129983
Maria Garner,57,98429,93287,230481
Willie England,32,77179,41318,183897
Lorrie Colton,28,51013,92366,7871
Edward Sims,35,41501,81162,77882
Gail Holmes,23,81820,80728,526176
Franklin Cohen,46,175892,79775,1058433
Margaret Gibson,50,64336,11251,274538
Michael Piehler,27,80356,48154,131326
Nathan Neville,53,179785,49890,327252
Diane Martin,32,41354,92366,316844
Chris Snow,25,66766,14100,27652
Carl Craddock,25,49460,40445,123311
Dennis Lisby,37,29050,14100,100010
Kathleen Quale,42,113190,30175,589851
Kenneth Fulgham,51,81428,57067,108978
Marvin Stroik,64,118156,70658,1496477
Jacqueline Hout,48,81554,55803,557958
Kristy Howard,65,116192,48154,1558595
Sarah Scanlon,31,215759,41995,957247
Thomas Yann,18,22961,34618,88932
April Snell,49,46415,53351,434089
Gladys Atherton,24,56102,60059,103171
Guy Brown,38,44086,31724,338118
Noelle Mcclain,51,43103,89947,397782
Larry Proulx,60,28038,48910,424950
Julie Fritz,49,39022,40445,214673
Sylvia Gruber,45,48318,41995,320306
Denise Zupancic,63,68664,53351,435015
Valerie Fuhrman,36,59671,82564,466665
Christopher Salcedo,60,69382,62919,1051751
Sandra Oswalt,50,110068,41995,1279139
Lionel Mcpeak,24,42221,33968,46365
John Parsons,31,50815,23944,177232
Jane Steiner,28,59088,82564,379698
Richard Crouch,36,27297,80728,254859
Emelina Harris,33,166764,29579,903540
Lee Selby,21,58788,81722,270360
John Holt,46,26374,85486,36376
Evelyn Goble,24,83584,29256,513195
Jeff Esparza,54,52010,92366,335053
Juanita Coberly,34,80017,31724,346062
Jacqueline Franklin,33,134148,49890,631606
Steven Sapp,55,92494,29579,1414538
Rodney Sutton,58,47603,34618,25373
Christopher Vanschaick,54,76137,33968,349267
Joseph Rauch,54,36704,48910,120476
Luis Enriquez,65,64969,11251,1269533
Cora Castellano,31,38468,93287,276114
Carolyn Block,28,55986,55803,334764
Melissa Dominguez,22,49383,81722,331461
Elvira Summers,40,106647,59686,940171
Helen Lee,51,103993,29579,182167
Delores Medina,58,95207,85486,297322
Lena Melendez,23,135766,40445,559422
Mary Benner,44,168411,30175,20478
Marsha Rapp,28,18780,34618,156099
Patricia Rawson,23,21994,81722,91104
Jerry Smith,65,63288,14100,952106
Robert Braxton,58,43706,11251,643037
Eric Simmons,45,191629,79775,627839
Rebeca Rocha,53,36556,61910,90766
Darlene Willison,31,26220,49890,237851
Bernice Cook,36,81110,92366,476403
George Spivey,56,61869,49890,841142
John Maker,50,23817,52566,269145
Kathleen Verhoeven,25,132719,55803,617123
Regina Galloway,49,83390,30175,744622
Charlotte Donley,58,29936,40445,350265
Patrice Harley,50,54344,61065,239053
Robert Cook,43,158764,33968,1154352
James Buerger,43,28104,29579,207244
William Orr,20,38881,59686,15461
Linda Adkins,60,113335,55803,437137
Paula Brroks,31,41154,70658,244755
Harry Searfoss,46,149153,41995,1895775
Brenda Kilcrease,20,55097,53351,83895
Dorothy Perez,37,65876,81722,571919
Sandy Herrmann,44,82730,31724,759891
Melissa Smith,46,25198,49785,229675
Margarita Mcbrayer,46,48193,89947,341154
Kimberly Kenney,43,61879,61065,672957
John Santoro,36,64820,80728,174899
Nancy Brooks,20,63509,52566,26994
Tammy Mason,51,40545,53351,323439
Connie Smith,49,32565,55803,320060
Cynthia Offerdahl,64,119566,55803,692555
Gwendolyn Williams,56,48016,53351,652043
David Alligood,29,42398,92366,68067
Lena Higgins,23,71605,59686,343114
Jorge Mann,58,78433,89947,589073
William Hopper,21,62427,80728,194566
Elizabeth Wilkinson,24,41386,31724,275911
Paul Murphy,37,94096,29579,24289
Brenda Laughlin,45,79472,29579,951613
Nancie Toler,54,78425,55803,243835
Darcy Branhan,46,31558,61065,270463
Christopher Gutierrez,46,63811,31724,466039
Roberta Manzo,33,38726,53351,112765
Jean Allred,23,33749,30175,263874
Lawrence Casillas,30,52175,49890,310000
Dwight Rodriguez,59,86431,49785,695209
Theresa Harder,39,124738,93287,1328443
Marie Carter,60,112478,85486,892795
Anita Slocum,64,72272,60059,1316325
Freddie Stephenson,26,51693,92366,190386
Helen Wilson,46,47889,48154,530065
Rhonda Corbin,54,96370,33968,981398
Mary Jensen,31,29690,33968,194426
Leo Johnson,65,27033,41995,447360
David Smart,50,30551,31643,455551
Laura Schut,42,93141,33968,640477
Bonnie Gist,30,76036,23944,379828
Katie Velazquez,59,46030,93287,135076
Ivan Lumpkin,45,43729,48910,307637
Mattie Risley,48,67054,62919,761581
Christi Bertolami,19,40165,61065,125311
Maricela Landry,26,98265,81722,676122
Kristin Peterson,26,52392,60059,62848
Charles Richmon,33,26062,41318,104432
June Kinard,50,158399,29579,493390
Roy Hill,49,72413,29256,749474
Rose Tvedt,37,65740,52566,631801
Sarah Simpson,52,124883,80728,515378
Veronica Morgan,35,113948,31643,1157048
Timothy Knoblock,28,50672,30175,75439
Luis Chiapetti,47,63367,11251,550934
Gayle Schwartz,22,48902,29579,187590
Herman Sharp,65,64129,81162,605065
Kelly Sanders,42,35933,70658,36910
Paula Baird,28,75695,33968,145124
William Orphey,43,106384,49785,1111983
Jerry Britton,57,70043,14100,269213
Stephany Grohs,46,58195,48154,755486
Mitchell Harrington,33,79953,59686,701398
Jane Jackson,20,67575,52566,218704
Brett Hopper,42,35235,92366,144601
Scott Harrison,52,83562,81722,538802
Trisha May,56,40089,30175,606546
John Ellis,22,25931,29256,5678
Joshua Eubanks,62,96226,34618,956470
Robert Miller,34,67760,23944,612443
Samuel Cipriani,24,120593,49890,11038
Dennis Wester,26,46349,85486,239150
Diana White,27,34564,57067,46121
Linda Harrison,38,66305,80728,598833
Patricia Short,51,77853,40445,188265
Heidi Davidson,34,43767,81722,213703
Paul Patton,50,102029,57067,1439401
Kevin Manning,46,92273,93287,699701
David Dipippo,53,93825,81722,379216
Tracy Ferg,34,135062,29256,1054680
Andrew Gustason,57,104510,89947,1116331
Bernard Frazier,47,100261,55803,349929
Helen Cripe,22,49347,31724,286101
Shaniqua Schott,18,33632,80728,100405
George Oberley,52,28384,81722,411622
Thomasine Strickland,28,115027,81722,804814
Mary Perales,44,44428,49785,181250
Susan Lee,38,82728,90214,662461
Georgeanna Morgan,51,32233,41995,174541
Steven Schneidtmille,42,50276,31724,320275
Debra Wyckoff,63,56791,31724,467858
Kay Forrester,57,31115,81162,152027
Robert Harris,64,46750,59686,781378
Ina Willis,35,127557,81162,1191594
Tara Perkins,43,26074,14100,197961
Julie Annas,64,30369,33968,103147
Buddy Silveri,24,88980,79775,234560
Bonnie Guyette,56,50002,48910,796952
Larry Taylor,55,34252,29256,131292
David Summerhill,38,50498,52566,30929
Henry Curtin,50,36071,23944,348100
Robert Butcher,56,160267,40445,1643922
Donald Sinclair,26,90021,90214,143021
Megan Heras,26,58715,79775,28137
John Abbot,35,77527,40064,28996
Judith Joseph,30,85947,34618,146253
Sharon Williams,64,118651,29579,2203975
Robin Gram,45,68828,14100,421098
John Mckenzie,27,70492,14100,177755
Brooke Jenkins,59,50738,59686,505976
Robert Wallace,61,49411,85486,353710
Steve Angelo,22,311074,40445,976709
Amber Deal,64,84334,30175,774322
Daniel Garza,28,53562,59686,316520
Peter Coddington,20,62895,70658,142218
Joseph Herman,22,46145,48154,52354
Frank Olivarria,18,99391,80728,505368
Adrian Priest,31,55335,57067,218053
George Tedder,63,16244,23944,49349
Tracey Calderon,65,92785,49785,1740569
Christopher Comerford,43,46730,80728,220405
Trevor Hines,47,19752,49890,259919
Rhonda Mitchell,46,106613,81722,986971
Doris Williams,48,189787,30175,1669423
John Henninger,61,28717,31724,408793
Juana Hale,53,80945,40445,351822
David Phillips,49,72719,62919,415305
Philip Palmer,34,30432,29256,172799
Barbara Fyall,38,20999,55803,26476
Bob Hunt,36,63976,57129,236676
Hollie Chew,22,89240,57129,149846
Sarah Hamed,59,42719,30175,421621
Pamela Shibuya,19,64615,82564,238666
Wilma Gonzalez,65,42242,23944,608656
Hollis Washington,32,75405,49785,454706
Vickie Mitchell,29,27439,31724,84832
Colleen Adams,56,51720,81162,552001
James Hernandez,34,39578,61910,194699
Scott Syring,34,109360,40445,256084
Margaret Cisneros,65,94852,49785,1382384
Joy Sells,26,39542,55803,283974
Alana Hernandez,40,91074,81162,573479
Joy Simmons,37,84514,81162,381412
Lawrence Corliss,29,87845,57129,241333
Clifford Menard,44,63282,90214,220278
Harold Cobb,38,62947,29579,724801
Stacy Bradshaw,29,43935,90214,224609
Karen Walsh,62,29290,80728,124831
Amanda Holloman,24,87456,40064,224688
Bryan Mclean,32,36211,92366,323861
Lillian Ashe,24,53370,48154,327429
Carla Cole,24,52052,23944,198883
Britney Blake,49,100630,23944,1106936
Dawn Dawes,50,69734,90214,386529
Bette Robinson,61,98190,29256,1701469
Ronnie Norris,39,35451,29579,261118
Angela Jolin,36,44756,85486,122361
Crystal Anderson,57,54693,23944,861776
Pauline Barahona,23,64436,31724,174729
George Tedrick,53,39939,29256,472291
David Spalla,34,41293,40064,54110
Amanda Armstrong,22,61104,48910,256563
Sandra Yu,30,113318,72096,856654
James Devit,58,127183,48154,2120329
James Shirley,24,70269,29579,96280
David Horton,45,80443,34618,246387
Jim Kyle,46,67505,80728,429010
Daniela Inverso,62,29990,40064,533141
Maria Navarro,54,95979,93287,1234479
Theresa Gill,57,51410,41995,55123
Sally Manos,51,66881,57067,923042
Bonita Stanley,64,50209,59686,335313
Enrique Green,65,60602,79775,736121
Isabel Williams,62,78871,72096,1201246
Nathan Salviejo,30,25059,11251,136281
George Bray,37,92822,85486,594304
Deborah Ray,40,66208,53351,500392
Lowell Lawson,57,52358,29579,675296
Joshua Sanders,65,54724,60059,445044
Alice Mccarthy,47,59277,14100,85869
Glen Fonner,35,99080,57067,63522
Sonia Akbar,57,77882,40445,772401
Precious Mckinley,63,79320,82564,32819
Sheree Owens,49,85627,82564,835669
Rita Long,51,102622,90214,797971
Kent Quinter,29,93074,85486,134698
Julia Pina,56,68412,92366,496002
Eric Williams,63,44978,48910,117768
Timothy Tavares,58,60387,49890,295067
Oscar Guidry,48,46794,70658,588375
Daniel Lewis,37,57631,81722,572235
Richard Malone,52,56135,93287,326213
Albert Aguilar,21,66255,79775,39061
Frederick Melendy,40,19158,31724,199800
Minnie Elias,31,18182,11251,154365
Charles Walters,23,74044,11251,306204
Rochelle Judkins,47,69575,14100,132397
Cara Martin,21,47485,61910,274172
Samuel Wright,31,161807,53351,1156210
Frances Arruda,22,43093,81162,171037
Jean Roberts,63,38887,48154,722318
William Vang,24,47453,62919,244489
Susan Brown,52,105617,59686,801697
Jacqueline Calloway,23,46798,90214,157500
Martha Paul,51,18954,29256,66799
Dallas Tuholski,18,50848,72096,94000
Irene Anderson,37,58976,82564,190378
Joel Jasper,59,62582,81722,882369
Shane Kramer,33,30743,52566,94926
Salvador Johnston,23,55415,57067,132482
Alan Cintron,20,92647,85486,194180
Michael Kelly,37,90705,61910,744013
Robin Arnold,62,21408,61910,101450
Charles Rebick,50,50494,72096,416988
Barbara Wunderlin,27,40445,29256,53701
Janis Drayton,30,23124,14100,148014
Marvin Brough,20,52743,82564,52908
Rafael Egbert,51,67549,49890,282543
Jason Latigo,42,53583,79775,500135
Hugh Smisek,56,54695,29579,786033
Jessica Vig,27,53567,40064,402456
George Haverland,43,59853,34618,85007
Marybeth Secrest,32,39469,34618,112747
Christopher Crampton,22,69105,89947,72403
Louise Neal,59,98671,57129,1161112
Lori Graham,61,78092,53351,717237
Charles Block,47,26694,61910,207832
Chelsea Pierson,22,77123,72096,383638
Ray Wardlaw,34,35033,40064,251546
Geneva Duteau,46,84113,49890,1044465
Sarah Jones,31,217607,60059,1328649
Mary Macmillan,27,43768,70658,219627
Mary Townsend,43,93851,89947,886676
Diamond Gadson,56,26960,31643,95818
Joseph Beaman,33,97746,40445,859025
Rhonda Ingram,50,60409,92366,358345
Paul Welch,23,49107,48154,82708
Maranda Allison,28,28832,93287,232607
Benjamin Derouen,64,31713,79775,19422
Alana Raymond,21,67555,23944,102766
Kim Copeland,45,55250,31724,481647
Kim Irvin,27,110420,30175,597705
Robert King,62,22587,11251,60014
Joseph Workman,51,17509,79775,266704
Della Leavins,52,53370,82564,375593
James Anderson,36,47356,61910,278480
Jerry Thai,54,96404,61065,708255
Richard Herrera,39,71653,14100,776205
Teddy Osterhout,45,76985,62919,411191
James Tracy,29,75539,40064,103604
Erika Fortune,60,28938,59686,344065
Virginia Lewis,47,42438,57067,555173
Raymond Bala,64,86118,93287,1093305
Charles Fulton,20,230167,49890,1147028
Candace Zieman,62,29542,52566,289619
Christopher Akridge,31,26851,41318,36326
Marsha Marion,64,59174,82564,389271
Josephine Harwell,24,33602,29256,222363
Johnny Medeiros,24,50377,40445,193037
George Murrah,31,65223,80728,518273
